,URL
Great Britain Employment in the Amalgamated Society of Carpenters and Joiners 1860-1910,https://data.nber.org/databases/macrohistory/rectdata/08/a08004.dat
U.S. Average Weekly Earnings of Office Employees in New York State Factories 1914-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08049.dat
U.S. Average Hourly Money Earnings in Payroll Manufacturing Industries 1890-1926,https://data.nber.org/databases/macrohistory/rectdata/08/a08050a.dat
U.S. Average Hourly Money Earnings in Payroll Manufacturing Industries 1920-1933,https://data.nber.org/databases/macrohistory/rectdata/08/a08050b.dat
U.S. Average Hourly Money Earnings in Book and Job Printing 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08051a.dat
U.S. Average Hourly Earnings in Book and Job Printing 1921-1935,https://data.nber.org/databases/macrohistory/rectdata/08/a08051b.dat
U.S. Average Hourly Earnings in Planing Mills 1890-1926,https://data.nber.org/databases/macrohistory/rectdata/08/a08052.dat
U.S. Average Hourly Money Earning in Metal Trades 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08053.dat
U.S. Average Union Hourly Earnings in Building Trades 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08054a.dat
U.S. Average Union Hourly Earnings in Building Trades 1913-1933,https://data.nber.org/databases/macrohistory/rectdata/08/a08054b.dat
U.S. Average Annual Earnings of Railroad Clerks 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08056.dat
"U.S. Annual Salaries of Clerical Employees, Pennsylvania 1909-1926",https://data.nber.org/databases/macrohistory/rectdata/08/a08057a.dat
"U.S. Annual Salaries of Clerical Employees, Pennsylvania 1922-1938",https://data.nber.org/databases/macrohistory/rectdata/08/a08057b.dat
U.S. Average Annual Salaries of Postal Employees 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08058.dat
U.S. Average Annual Earnings of Teachers 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08059.dat
U.S. Increases in Average Annual Earnings of Teachers 1890-1928,https://data.nber.org/databases/macrohistory/rectdata/08/a08060.dat
U.S. Index of Composite Wages 1820-1909,https://data.nber.org/databases/macrohistory/rectdata/08/a08061a.dat
U.S. Relative Hourly Wage Rates in Manufacturing and Mechanical Industries 1890-1907,https://data.nber.org/databases/macrohistory/rectdata/08/a08066.dat
"Germany Dividends of German Stock Companies 1870-1913, 1920-1932",https://data.nber.org/databases/macrohistory/rectdata/08/a08085.dat
"U.S. Laborers' Average Hourly Rate of Wages, Unweighted 1860-1891",https://data.nber.org/databases/macrohistory/rectdata/08/a08138.dat
"U.S. Laborers' Average Hourly Rate of Wages, Weighted 1860-1891",https://data.nber.org/databases/macrohistory/rectdata/08/a08139.dat
U.S. Laborers' Average Daily Rate of Wages 1860-1880,https://data.nber.org/databases/macrohistory/rectdata/08/a08140.dat
"France Average Daily Earnings, Coal Miners 1844-1959",https://data.nber.org/databases/macrohistory/rectdata/08/a08148.dat
U.S. Net Income of Farm Operators From Farming 1910-1941,https://data.nber.org/databases/macrohistory/rectdata/08/a08158.dat
U.S. Gross National Product in Current Prices 1919-1955,https://data.nber.org/databases/macrohistory/rectdata/08/a08165.dat
U.S. Gross National Product in 1929 Prices 1919-1955,https://data.nber.org/databases/macrohistory/rectdata/08/a08166.dat
U.S. National Income in Current Prices 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08167.dat
U.S. Aggregate Payments Including Entrepreneurial Savings 1909-1919,https://data.nber.org/databases/macrohistory/rectdata/08/a08169a.dat
U.S. Aggregate Payments To Individuals 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08169aa.dat
U.S. Aggregate Payments Including Entrepreneurial Savings 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08169b.dat
U.S. Aggregate Payments Including Entrepreneurial Savings 1929-1943,https://data.nber.org/databases/macrohistory/rectdata/08/a08169c.dat
U.S. Nonagricultural Employment 1900-1943,https://data.nber.org/databases/macrohistory/rectdata/08/a08170.dat
U.S. Total Employment 1900-1929,https://data.nber.org/databases/macrohistory/rectdata/08/a08171a.dat
U.S. Total Employment 1927-1943,https://data.nber.org/databases/macrohistory/rectdata/08/a08171b.dat
U.S. Nonagricultural Employment 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08172.dat
"U.S. Total Population, July 1 1900-1944",https://data.nber.org/databases/macrohistory/rectdata/08/a08180.dat
"U.S Wages and Salaries, Total 1919-1939",https://data.nber.org/databases/macrohistory/rectdata/08/a08181.dat
"U.S. Wages, Salaries and Other Payments To Employees 1919-1938",https://data.nber.org/databases/macrohistory/rectdata/08/a08181a.dat
U.S. NBER Series: 08182 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08182.dat
U.S. Entreprenurial Withdrawals 1919-1939,https://data.nber.org/databases/macrohistory/rectdata/08/a08183.dat
U.S. Net Rent Received By Individuals 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08184.dat
U.S. Dividends Received By Individuals 1919-1939,https://data.nber.org/databases/macrohistory/rectdata/08/a08185.dat
U.S. Interest Received By Individuals 1919-1939,https://data.nber.org/databases/macrohistory/rectdata/08/a08186.dat
U.S. NBER Series: 08187 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08187.dat
"U.S. Salaries in Mining, 1919-1938",https://data.nber.org/databases/macrohistory/rectdata/08/a08188.dat
U.S. Wages in Mining 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08189.dat
U.S. Salaries in Construction 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08190.dat
U.S. Wages in Construction 1919-1938,https://data.nber.org/databases/macrohistory/rectdata/08/a08191.dat
"U.S. Salaries in Steam Railroads, Pullman Company 1919-1938",https://data.nber.org/databases/macrohistory/rectdata/08/a08192.dat
"U.S. Wages in Steam Railroads, Pullman Company 1919-1938",https://data.nber.org/databases/macrohistory/rectdata/08/a08193.dat
"U.S. Cash Dividends, Large Manufacturing Corporations 1915-1922",https://data.nber.org/databases/macrohistory/rectdata/08/a08194a.dat
"U.S. Cash Dividends, Large Manufacturing Corporations 1921-1943",https://data.nber.org/databases/macrohistory/rectdata/08/a08194b.dat
"U.S. Cash Dividends, Medium-Sized and Small Manufacturing Corporations 1917-1942",https://data.nber.org/databases/macrohistory/rectdata/08/a08195.dat
U.S. NBER Series: 08001 01/1923-09/1942,https://data.nber.org/databases/macrohistory/rectdata/08/m08001a.dat
U.S. NBER Series: 08001 01/1923-07/1949,https://data.nber.org/databases/macrohistory/rectdata/08/m08001b.dat
U.S. 01/1939-09/1963,https://data.nber.org/databases/macrohistory/rectdata/08/m08001c.dat
"U.K. Trade Union Members Unemployed, Total 01/1887-05/1924",https://data.nber.org/databases/macrohistory/rectdata/08/m08002aa.dat
"U.K. Insured Workers Unemployed 01/1920-09/1920, 11/1920-10/1939",https://data.nber.org/databases/macrohistory/rectdata/08/m08002ab.dat
"Great Britain Percentage Employed, Metal Engineering and Shipbuilding Workers, Trade Union Members 01/1888-12/1926, 01/1932-11/1939",https://data.nber.org/databases/macrohistory/rectdata/08/m08003.dat
"Great Britain Trade Union Members Unemployed, Building Trades FIRST, 1922-FOURTH, 1926 01/1888-12/1921",https://data.nber.org/databases/macrohistory/rectdata/08/q08004a.dat
"U.K. Percentage Unemployed, Building Trades, Insured Workers 05/1921-07/1939",https://data.nber.org/databases/macrohistory/rectdata/08/m08004b.dat
U.S. Index of Factory Employment 01/1889-12/1923,https://data.nber.org/databases/macrohistory/rectdata/08/m08005.dat
U.S. Employment of Representative Trade Union Members 12/1901-06/1916,https://data.nber.org/databases/macrohistory/rectdata/08/m08006.dat
U.S. Wage Earners Employed in All Construction Work (As of the 15th Of The Month) 01/1914-12/1923,https://data.nber.org/databases/macrohistory/rectdata/08/m08009aa.dat
"U.S. Index of Employment, Construction, Ohio 01/1923-06/1943",https://data.nber.org/databases/macrohistory/rectdata/08/m08009ab.dat
"U.S. Index of Employment, Class I Steam Railroads, Seasonally Adjusted 01/1923-02/1943",https://data.nber.org/databases/macrohistory/rectdata/08/m08009ba.dat
"U.S. Index of Factory Employment, Total 06/1914-05/1920",https://data.nber.org/databases/macrohistory/rectdata/08/m08010a.dat
"U.S. Production Worker Employment, Manufacturing, Total 01/1919-03/1969",https://data.nber.org/databases/macrohistory/rectdata/08/m08010b.dat
New York State NBER Series: 08011 01/1915-12/1941,https://data.nber.org/databases/macrohistory/rectdata/08/m08011a.dat
New York State 01/1935-05/1948,https://data.nber.org/databases/macrohistory/rectdata/08/m08011b.dat
U.S. 01/1919-09/1942,https://data.nber.org/databases/macrohistory/rectdata/08/m08086.dat
U.S. 01/1939-11/1956,https://data.nber.org/databases/macrohistory/rectdata/08/m08013b.dat
"U.S. Index of Factory Employment, Paper and Printing, Seasonally Adjusted 01/1919-09/1942",https://data.nber.org/databases/macrohistory/rectdata/08/m08014a.dat
"U.S. Factory Employment, Paper and Printing 01/1939-11/1956",https://data.nber.org/databases/macrohistory/rectdata/08/m08014b.dat
"U.S. Index of Factory Employment, Iron and Steel Products, Seasonally Adjusted 01/1919-09/1942",https://data.nber.org/databases/macrohistory/rectdata/08/m08015a.dat
